kappa,p_abs
0.000120755853211876,5.41511822353211e-05
0.000120950665089956,5.42385392198646e-05
0.000121145791252329,5.43260371234706e-05
0.000121341232206019,5.44136761734433e-05
0.000121536988458871,5.45014565974528e-05
0.000121733060519546,5.45893786235367e-05
0.00012192944889753,5.46774424801003e-05
0.000122126154103126,5.47656483959174e-05
0.000122323176647465,5.48539966001305e-05
0.000122520517042499,5.49424873222518e-05
0.000122718175801006,5.50311207921635e-05
0.000122916153436595,5.51198972401188e-05
0.0001231144504637,5.52088168967421e-05
0.000123313067397585,5.52978799930297e-05
0.000123512004754348,5.53870867603504e-05
0.000123711263050916,5.54764374304462e-05
0.000123910842805054,5.5565932235433e-05
0.000124110744535358,5.56555714078007e-05
0.000124310968761263,5.57453551804145e-05
0.000124511516003043,5.58352837865149e-05
0.000124712386781808,5.59253574597186e-05
0.000124913581619513,5.60155764340191e-05
0.000125115101038951,5.61059409437874e-05
0.000125316945563762,5.61964512237722e-05
0.000125519115718427,5.62871075091009e-05
0.000125721612028276,5.63779100352802e-05
0.000125924435019486,5.64688590381965e-05
0.000126127585219082,5.65599547541168e-05
0.000126331063154939,5.66511974196889e-05
0.000126534869355786,5.67425872719422e-05
0.000126739004351202,5.68341245482887e-05
0.000126943468671622,5.69258094865229e-05
0.000127148262848336,5.70176423248231e-05
0.000127353387413492,5.71096233017516e-05
0.000127558842900096,5.72017526562554e-05
0.000127764629842014,5.72940306276669e-05
0.000127970748773973,5.73864574557044e-05
0.000128177200231562,5.74790333804729e-05
0.000128383984751235,5.75717586424646e-05
0.000128591102870313,5.76646334825596e-05
0.00012879855512698,5.77576581420261e-05
0.000129006342060292,5.78508328625221e-05
0.000129214464210172,5.79441578860946e-05
0.000129422922117415,5.80376334551814e-05
0.00012963171632369,5.81312598126111e-05
0.000129840847371536,5.82250372016041e-05
0.000130050315804372,5.83189658657728e-05
0.000130260122166489,5.84130460491225e-05
0.00013047026700306,5.85072779960523e-05
0.000130680750860136,5.86016619513552e-05
0.000130891574284649,5.86961981602189e-05
0.000131102737824411,5.87908868682267e-05
0.000131314242028123,5.88857283213579e-05
0.000131526087445366,5.89807227659885e-05
0.00013173827462661,5.90758704488918e-05
0.000131950804123214,5.9171171617239e-05
0.000132163676487424,5.92666265186002e-05
0.00013237689227238,5.93622354009443e-05
0.000132590452032111,5.94579985126406e-05
0.000132804356321542,5.95539161024586e-05
0.000133018605696492,5.9649988419569e-05
0.000133233200713679,5.97462157135446e-05
0.000133448141930715,5.98425982343603e-05
0.000133663429906117,5.99391362323946e-05
0.000133879065199298,6.00358299584293e-05
0.000134095048370576,6.01326796636511e-05
0.000134311379981174,6.02296855996513e-05
0.000134528060593216,6.03268480184274e-05
0.000134745090769739,6.04241671723829e-05
0.000134962471074683,6.05216433143287e-05
0.0001351802020729,6.06192766974832e-05
0.000135398284330155,6.07170675754731e-05
0.000135616718413121,6.08150162023343e-05
0.000135835504889391,6.09131228325123e-05
0.000136054644327469,6.10113877208629e-05
0.000136274137296779,6.11098111226531e-05
0.000136493984367662,6.12083932935612e-05
0.000136714186111379,6.13071344896781e-05
0.000136934743100114,6.14060349675078e-05
0.000137155655906974,6.15050949839676e-05
0.00013737692510599,6.16043147963893e-05
0.000137598551272117,6.17036946625198e-05
0.000137820534981241,6.18032348405215e-05
0.000138042876810177,6.19029355889734e-05
0.000138265577336666,6.2002797166871e-05
0.000138488637139387,6.2102819833628e-05
0.000138712056797949,6.22030038490762e-05
0.000138935836892896,6.23033494734664e-05
0.000139159978005711,6.24038569674692e-05
0.000139384480718812,6.25045265921755e-05
0.000139609345615559,6.26053586090973e-05
0.000139834573280252,6.27063532801684e-05
0.000140060164298135,6.28075108677448e-05
0.000140286119255393,6.29088316346057e-05
0.00014051243873916,6.30103158439543e-05
0.000140739123337515,6.31119637594178e-05
0.000140966173639489,6.3213775645049e-05
0.000141193590235058,6.33157517653263e-05
0.000141421373715154,6.34178923851545e-05
0.000141649524671662,6.35201977698659e-05
0.000141878043697419,6.36226681852205e-05
0.000142106931386222,6.37253038974068e-05
0.000142336188332823,6.38281051730429e-05
0.000142565815132936,6.39310722791764e-05
0.000142795812383234,6.4034205483286e-05
0.000143026180681353,6.41375050532814e-05
0.000143256920625895,6.42409712575047e-05
0.000143488032816425,6.43446043647304e-05
0.000143719517853478,6.44484046441665e-05
0.000143951376338554,6.45523723654555e-05
0.000144183608874128,6.46565077986741e-05
0.000144416216063644,6.47608112143353e-05
0.00014464919851152,6.48652828833877e-05
0.000144882556823149,6.49699230772171e-05
0.000145116291604901,6.50747320676469e-05
0.000145350403464125,6.5179710126939e-05
0.000145584893009149,6.52848575277942e-05
0.000145819760849281,6.53901745433532e-05
0.000146055007594816,6.5495661447197e-05
0.000146290633857028,6.56013185133479e-05
0.000146526640248182,6.57071460162702e-05
0.000146763027381528,6.58131442308705e-05
0.000146999795871308,6.59193134324992e-05
0.00014723694633275,6.60256538969502e-05
0.000147474479382081,6.61321659004624e-05
0.000147712395636516,6.62388497197206e-05
0.000147950695714271,6.63457056318549e-05
0.000148189380234555,6.6452733914443e-05
0.000148428449817579,6.65599348455101e-05
0.000148667905084553,6.66673087035296e-05
0.00014890774665769,6.67748557674239e-05
0.000149147975160206,6.68825763165657e-05
0.000149388591216323,6.69904706307776e-05
0.000149629595451269,6.70985389903338e-05
0.000149870988491283,6.72067816759604e-05
0.000150112770963612,6.73151989688361e-05
0.000150354943496515,6.74237911505934e-05
0.000150597506719267,6.75325585033185e-05
0.000150840461262156,6.76415013095527e-05
0.000151083807756486,6.77506198522931e-05
0.000151327546834583,6.78599144149928e-05
0.000151571679129788,6.79693852815624e-05
0.000151816205276469,6.807903273637e-05
0.000152061125910015,6.81888570642426e-05
0.000152306441666838,6.82988585504662e-05
0.000152552153184381,6.84090374807869e-05
0.000152798261101112,6.85193941414118e-05
0.000153044766056531,6.86299288190096e-05
0.000153291668691168,6.87406418007109e-05
0.000153538969646587,6.88515333741096e-05
0.000153786669565389,6.89626038272633e-05
0.000154034769091208,6.90738534486943e-05
0.000154283268868719,6.91852825273899e-05
0.000154532169543637,6.92968913528036e-05
0.000154781471762717,6.94086802148555e-05
0.000155031176173759,6.95206494039335e-05
0.000155281283425607,6.96327992108935e-05
0.000155531794168153,6.97451299270607e-05
0.000155782709052337,6.98576418442298e-05
0.000156034028730147,6.99703352546663e-05
0.000156285753854626,7.00832104511068e-05
0.00015653788507987,7.01962677267603e-05
0.000156790423061028,7.03095073753082e-05
0.000157043368454308,7.04229296909058e-05
0.000157296721916976,7.05365349681826e-05
0.000157550484107358,7.06503235022432e-05
0.000157804655684844,7.07642955886681e-05
0.000158059237309884,7.08784515235147e-05
0.000158314229643997,7.09927916033175e-05
0.000158569633349767,7.11073161250893e-05
0.000158825449090849,7.12220253863219e-05
0.000159081677531967,7.13369196849867e-05
0.000159338319338918,7.14519993195358e-05
0.000159595375178573,7.15672645889024e-05
0.000159852845718878,7.1682715792502e-05
0.000160110731628858,7.17983532302325e-05
0.000160369033578617,7.19141772024757e-05
0.00016062775223934,7.2030188010098e-05
0.000160886888283294,7.21463859544505e-05
0.000161146442383831,7.22627713373707e-05
0.000161406415215389,7.23793444611824e-05
0.000161666807453496,7.24961056286972e-05
0.000161927619774767,7.2613055143215e-05
0.000162188852856911,7.27301933085248e-05
0.000162450507378728,7.28475204289053e-05
0.000162712584020115,7.2965036809126e-05
0.000162975083462064,7.30827427544478e-05
0.000163238006386669,7.32006385706241e-05
0.00016350135347712,7.3318724563901e-05
0.000163765125417712,7.34370010410187e-05
0.000164029322893844,7.35554683092118e-05
0.000164293946592019,7.36741266762106e-05
0.000164558997199849,7.37929764502414e-05
0.000164824475406054,7.39120179400277e-05
0.000165090381900468,7.40312514547909e-05
0.000165356717374034,7.41506773042506e-05
0.000165623482518812,7.42702957986264e-05
0.000165890678027977,7.43901072486379e-05
0.000166158304595826,7.45101119655057e-05
0.00016642636291777,7.46303102609522e-05
0.000166694853690348,7.47507024472027e-05
0.000166963777611218,7.48712888369858e-05
0.000167233135379166,7.49920697435347e-05
0.000167502927694105,7.51130454805871e-05
0.000167773155257077,7.52342163623871e-05
0.000168043818770255,7.53555827036855e-05
0.000168314918936944,7.54771448197405e-05
0.000168586456461585,7.55989030263187e-05
0.000168858432049755,7.57208576396959e-05
0.000169130846408168,7.58430089766581e-05
0.000169403700244679,7.59653573545017e-05
0.000169676994268287,7.60879030910351e-05
0.000169950729189131,7.62106465045791e-05
0.000170224905718499,7.63335879139678e-05
0.000170499524568824,7.64567276385495e-05
0.00017077458645369,7.65800659981872e-05
0.000171050092087832,7.670360331326e-05
0.000171326042187137,7.68273399046634e-05
0.000171602437468647,7.69512760938106e-05
0.000171879278650563,7.70754122026328e-05
0.000172156566452243,7.71997485535806e-05
0.000172434301594204,7.73242854696243e-05
0.000172712484798128,7.7449023274255e-05
0.00017299111678686,7.75739622914859e-05
0.000173270198284411,7.7699102845852e-05
0.000173549730015961,7.78244452624122e-05
0.00017382971270786,7.79499898667492e-05
0.000174110147087628,7.80757369849709e-05
0.000174391033883959,7.82016869437108e-05
0.000174672373826726,7.83278400701296e-05
0.000174954167646974,7.8454196691915e-05
0.000175236416076932,7.85807571372835e-05
0.000175519119850009,7.87075217349806e-05
0.000175802279700794,7.88344908142819e-05
0.000176085896365067,7.89616647049944e-05
0.00017636997057979,7.90890437374563e-05
0.000176654503083116,7.92166282425388e-05
0.000176939494614388,7.93444185516467e-05
0.000177224945914144,7.94724149967189e-05
0.000177510857724113,7.960061791023e-05
0.000177797230787225,7.97290276251903e-05
0.000178084065847604,7.98576444751472e-05
0.000178371363650577,7.99864687941861e-05
0.000178659124942674,8.01155009169308e-05
0.000178947350471628,8.02447411785451e-05
0.000179236040986379,8.0374189914733e-05
0.000179525197237074,8.05038474617397e-05
0.000179814819975072,8.06337141563528e-05
0.000180104909952943,8.0763790335903e-05
0.000180395467924472,8.08940763382648e-05
0.000180686494644658,8.10245725018576e-05
0.000180977990869721,8.11552791656464e-05
0.000181269957357099,8.12861966691429e-05
0.000181562394865451,8.14173253524063e-05
0.000181855304154664,8.15486655560439e-05
0.000182148685985846,8.16802176212125e-05
0.000182442541121336,8.18119818896189e-05
0.000182736870324701,8.19439587035208e-05
0.000183031674360743,8.20761484057278e-05
0.000183326953995494,8.22085513396026e-05
0.000183622709996223,8.23411678490612e-05
0.000183918943131439,8.24739982785741e-05
0.000184215654170887,8.26070429731677e-05
0.000184512843885558,8.27403022784242e-05
0.000184810513047683,8.28737765404835e-05
0.000185108662430742,8.30074661060434e-05
0.00018540729280946,8.31413713223607e-05
0.000185706404959814,8.32754925372524e-05
0.000186005999659031,8.34098300990961e-05
0.000186306077685594,8.35443843568311e-05
0.000186606639819241,8.36791556599596e-05
0.000186907686840968,8.38141443585474e-05
0.000187209219533029,8.39493508032244e-05
0.000187511238678944,8.40847753451862e-05
0.000187813745063492,8.42204183361944e-05
0.000188116739472723,8.43562801285781e-05
0.000188420222693953,8.44923610752345e-05
0.000188724195515767,8.46286615296296e-05
0.000189028658728023,8.47651818457995e-05
0.000189333613121854,8.49019223783511e-05
0.00018963905948967,8.50388834824632e-05
0.000189944998625156,8.51760655138873e-05
0.000190251431323282,8.53134688289483e-05
0.000190558358380296,8.5451093784546e-05
0.000190865780593734,8.55889407381555e-05
0.000191173698762417,8.57270100478281e-05
0.000191482113686455,8.58653020721929e-05
0.000191791026167249,8.60038171704571e-05
0.000192100437007492,8.61425557024068e-05
0.000192410347011174,8.62815180284086e-05
0.00019272075698358,8.64207045094099e-05
0.000193031667731295,8.65601155069405e-05
0.000193343080062205,8.66997513831126e-05
0.000193654994785499,8.68396125006229e-05
0.000193967412711673,8.69796992227523e-05
0.000194280334652529,8.71200119133677e-05
0.000194593761421179,8.72605509369232e-05
0.000194907693832047,8.74013166584599e-05
0.00019522213270087,8.75423094436075e-05
0.000195537078844703,8.76835296585859e-05
0.000195852533081917,8.78249776702048e-05
0.000196168496232204,8.79666538458658e-05
0.00019648496911658,8.81085585535627e-05
0.000196801952557383,8.82506921618828e-05
0.000197119447378279,8.83930550400074e-05
0.000197437454404261,8.85356475577135e-05
0.000197755974461657,8.86784700853741e-05
0.000198075008378124,8.88215229939596e-05
0.000198394556982656,8.89648066550381e-05
0.000198714621105584,8.91083214407773e-05
0.00019903520157858,8.92520677239447e-05
0.000199356299234654,8.93960458779092e-05
0.000199677914908165,8.95402562766413e-05
0.000200000049434813,8.96846992947148e-05
0.00020032270365165,8.98293753073072e-05
0.000200645878397077,8.9974284690201e-05
0.000200969574510847,9.01194278197851e-05
0.000201293792834068,9.02648050730547e-05
0.000201618534209205,9.04104168276129e-05
0.000201943799480084,9.0556263461672e-05
0.000202269589491888,9.07023453540538e-05
0.000202595905091169,9.08486628841912e-05
0.00020292274712584,9.09952164321287e-05
0.000203250116445185,9.11420063785236e-05
0.000203578013899855,9.1289033104647e-05
0.000203906440341877,9.14362969923848e-05
0.00020423539662465,9.15837984242386e-05
0.000204564883602951,9.17315377833267e-05
0.000204894902132936,9.18795154533853e-05
0.00020522545307214,9.20277318187691e-05
0.000205556537279485,9.21761872644527e-05
0.000205888155615276,9.23248821760314e-05
0.000206220308941206,9.24738169397221e-05
0.000206552998120361,9.26229919423647e-05
0.000206886224017216,9.27724075714226e-05
0.000207219987497641,9.29220642149839e-05
0.000207554289428905,9.30719622617626e-05
0.000207889130679676,9.32221021010994e-05
0.00020822451212002,9.3372484122963e-05
0.000208560434621411,9.35231087179503e-05
0.000208896899056725,9.36739762772884e-05
0.00020923390630025,9.38250871928352e-05
0.000209571457227681,9.39764418570803e-05
0.000209909552716129,9.41280406631462e-05
0.000210248193644117,9.42798840047894e-05
0.000210587380891587,9.44319722764009e-05
0.0002109271153399,9.45843058730079e-05
0.00021126739787184,9.47368851902744e-05
0.000211608229371613,9.48897106245026e-05
0.000211949610724853,9.50427825726333e-05
0.000212291542818623,9.51961014322475e-05
0.000212634026541416,9.53496676015673e-05
0.00021297706278316,9.55034814794567e-05
0.000213320652435216,9.56575434654232e-05
0.000213664796390386,9.58118539596179e-05
0.00021400949554291,9.59664133628375e-05
0.000214354750788473,9.61212220765246e-05
0.000214700563024201,9.62762805027693e-05
0.000215046933148673,9.64315890443102e-05
0.000215393862061913,9.65871481045346e-05
0.000215741350665398,9.6742958087481e-05
0.000216089399862061,9.68990193978387e-05
0.00021643801055629,9.70553324409497e-05
0.000216787183653932,9.72118976228097e-05
0.000217136920062297,9.73687153500691e-05
0.000217487220690158,9.75257860300333e-05
0.000217838086447752,9.76831100706653e-05
0.000218189518246788,9.7840687880585e-05
0.000218541517000443,9.79985198690719e-05
0.000218894083623368,9.81566064460651e-05
0.000219247219031691,9.83149480221644e-05
0.000219600924143016,9.84735450086319e-05
0.000219955199876429,9.86323978173926e-05
0.000220310047152496,9.87915068610361e-05
0.000220665466893273,9.89508725528166e-05
0.000221021460022298,9.91104953066552e-05
0.000221378027464602,9.92703755371398e-05
0.000221735170146708,9.9430513659527e-05
0.000222092888996634,9.95909100897433e-05
0.000222451184943894,9.97515652443851e-05
0.000222810058919502,9.9912479540721e-05
0.000223169511855975,0.000100073653396692
0.000223529544687333,0.000100235087230914
0.000223890158349104,0.000100396781462675
0.000224251353778324,0.000100558736511944
0.000224613131913542,0.000100720952799361
0.00022497549369482,0.000100883430746249
0.000225338440063737,0.000101046170774609
0.000225701971963392,0.000101209173307121
0.000226066090338404,0.000101372438767148
0.000226430796134916,0.000101535967578735
0.000226796090300598,0.000101699760166611
0.000227161973784649,0.00010186381695619
0.000227528447537799,0.00010202813837357
0.000227895512512313,0.000102192724845538
0.000228263169661989,0.000102357576799569
0.000228631419942168,0.000102522694663827
0.000229000264309728,0.000102688078867165
0.000229369703723094,0.00010285372983913
0.000229739739142235,0.000103019648009958
0.000230110371528671,0.000103185833810583
0.000230481601845471,0.000103352287672631
0.000230853431057258,0.000103519010028423
0.000231225860130213,0.00010368600131098
0.000231598890032074,0.000103853261954018
0.00023197252173214,0.000104020792391956
0.000232346756201275,0.000104188593059909
0.000232721594411908,0.000104356664393698
0.000233097037338039,0.000104525006829842
0.000233473085955236,0.000104693620805568
0.000233849741240644,0.000104862506758806
0.000234227004172982,0.000105031665128192
0.000234604875732549,0.000105201096353069
0.000234983356901227,0.000105370800873489
0.000235362448662479,0.000105540779130214
0.000235742152001356,0.000105711031564714
0.000236122467904499,0.000105881558619174
0.00023650339736014,0.000106052360736491
0.000236884941358105,0.000106223438360274
0.000237267100889817,0.00010639479193485
0.000237649876948299,0.00010656642190526
0.000238033270528175,0.000106738328717265
0.000238417282625674,0.000106910512817343
0.000238801914238634,0.000107082974652691
0.000239187166366498,0.00010725571467123
0.000239573040010328,0.0001074287333216
0.000239959536172795,0.000107602031053166
0.000240346655858191,0.000107775608316017
0.000240734400072428,0.000107949465560968
0.000241122769823038,0.000108123603239561
0.000241511766119182,0.000108298021804065
0.000241901389971648,0.000108472721707478
0.000242291642392853,0.00010864770340353
0.00024268252439685,0.000108822967346682
0.000243074036999324,0.000108998513992127
0.000243466181217604,0.000109174343795791
0.000243858958070655,0.000109350457214338
0.000244252368579089,0.000109526854705165
0.000244646413765164,0.000109703536726409
0.000245041094652786,0.000109880503736943
0.000245436412267514,0.000110057756196383
0.000245832367636562,0.000110235294565083
0.000246228961788799,0.000110413119304142
0.000246626195754756,0.000110591230875399
0.000247024070566625,0.00011076962974144
0.000247422587258265,0.000110948316365597
0.000247821746865201,0.000111127291211948
0.00024822155042463,0.000111306554745319
0.000248621998975421,0.000111486107431286
0.000249023093558121,0.000111665949736175
0.000249424835214952,0.000111846082127065
0.000249827224989822,0.000112026505071786
0.000250230263928319,0.000112207219038925
0.000250633953077721,0.000112388224497822
0.000251038293486994,0.000112569521918575
0.000251443286206796,0.000112751111772039
0.000251848932289481,0.000112932994529829
0.0002522552327891,0.000113115170664319
0.000252662188761404,0.000113297640648647
0.000253069801263849,0.000113480404956711
0.000253478071355594,0.000113663464063175
0.000253887000097511,0.000113846818443467
0.000254296588552179,0.000114030468573782
0.000254706837783894,0.000114214414931083
0.000255117748858669,0.000114398657993101
0.000255529322844234,0.000114583198238339
0.000255941560810046,0.000114768036146069
0.000256354463827283,0.000114953172196337
0.000256768032968854,0.000115138606869964
0.000257182269309397,0.000115324340648544
0.000257597173925286,0.000115510374014448
0.000258012747894628,0.000115696707450826
0.000258428992297273,0.000115883341441606
0.00025884590821481,0.000116070276471495
0.000259263496730576,0.000116257513025984
0.000259681758929653,0.000116445051591344
0.000260100695898874,0.000116632892654632
0.000260520308726827,0.000116821036703689
0.000260940598503854,0.000117009484227143
0.000261361566322058,0.00011719823571441
0.000261783213275303,0.000117387291655693
0.000262205540459216,0.000117576652541989
0.000262628548971196,0.000117766318865083
0.000263052239910407,0.000117956291117555
0.00026347661437779,0.000118146569792779
0.000263901673476062,0.000118337155384922
0.000264327418309715,0.00011852804838895
0.000264753849985029,0.000118719249300627
0.000265180969610064,0.000118910758616516
0.000265608778294669,0.000119102576833979
0.000266037277150483,0.000119294704451181
0.000266466467290941,0.000119487141967091
0.000266896349831271,0.00011967988988148
0.000267326925888501,0.000119872948694928
0.000267758196581462,0.000120066318908819
0.00026819016303079,0.000120260001025347
0.000268622826358927,0.000120453995547514
0.000269056187690128,0.000120648302979134
0.000269490248150461,0.000120842923824835
0.000269925008867811,0.000121037858590054
0.000270360470971881,0.000121233107781048
0.000270796635594198,0.000121428671904885
0.000271233503868114,0.000121624551469455
0.00027167107692881,0.000121820746983465
0.000272109355913298,0.00012201725895644
0.000272548341960423,0.00012221408789873
0.000272988036210869,0.000122411234321505
0.000273428439807161,0.00012260869873676
0.000273869553893664,0.000122806481657317
0.000274311379616591,0.000123004583596821
0.000274753918124006,0.000123203005069749
0.000275197170565821,0.000123401746591405
0.000275641138093807,0.000123600808677924
0.000276085821861592,0.000123800191846274
0.000276531223024663,0.000123999896614256
0.000276977342740374,0.000124199923500504
0.000277424182167944,0.000124400273024491
0.000277871742468464,0.000124600945706525
0.000278320024804897,0.000124801942067754
0.000278769030342082,0.000125003262630167
0.000279218760246738,0.000125204907916593
0.000279669215687465,0.000125406878450703
0.00028012039783475,0.000125609174757015
0.000280572307860967,0.000125811797360889
0.000281024946940381,0.000126014746788536
0.000281478316249154,0.000126218023567013
0.000281932416965342,0.000126421628224225
0.000282387250268904,0.000126625561288932
0.000282842817341701,0.000126829823290742
0.000283299119367501,0.000127034414760121
0.000283756157531984,0.000127239336228387
0.00028421393302274,0.000127444588227716
0.000284672447029275,0.000127650171291142
0.000285131700743016,0.000127856085952556
0.000285591695357311,0.000128062332746713
0.000286052432067432,0.000128268912209229
0.000286513912070582,0.000128475824876582
0.000286976136565892,0.000128683071286115
0.000287439106754431,0.000128890651976039
0.000287902823839203,0.000129098567485432
0.000288367289025154,0.00012930681835424
0.000288832503519174,0.000129515405123279
0.0002892984685301,0.00012972432833424
0.000289765185268719,0.000129933588529683
0.00029023265494777,0.000130143186253045
0.000290700878781951,0.00013035312204864
0.000291169857987918,0.000130563396461657
0.000291639593784289,0.000130774010038165
0.000292110087391651,0.000130984963325114
0.000292581340032558,0.000131196256870334
0.000293053352931535,0.000131407891222539
0.000293526127315085,0.000131619866931329
0.00029399966441169,0.000131832184547186
0.00029447396545181,0.000132044844621484
0.000294949031667895,0.000132257847706484
0.00029542486429438,0.000132471194355335
0.000295901464567692,0.000132684885122082
0.000296378833726254,0.000132898920561658
0.000296856973010485,0.000133113301229896
0.000297335883662808,0.00013332802768352
0.000297815566927646,0.000133543100480156
0.000298296024051435,0.000133758520178325
0.000298777256282616,0.00013397428733745
0.000299259264871649,0.000134190402517856
0.000299742051071009,0.000134406866280772
0.000300225616135191,0.00013462367918833
0.000300709961320716,0.000134840841803568
0.000301195087886131,0.000135058354690433
0.000301680997092012,0.00013527621841378
0.000302167690200971,0.000135494433539376
0.000302655168477655,0.000135713000633898
0.000303143433188753,0.000135931920264938
0.000303632485602996,0.000136151193001003
0.000304122326991163,0.000136370819411514
0.000304612958626081,0.000136590800066813
0.000305104381782634,0.000136811135538161
0.000305596597737759,0.000137031826397737
0.000306089607770456,0.000137252873218645
0.000306583413161786,0.000137474276574912
0.000307078015194877,0.00013769603704149
0.00030757341515493,0.000137918155194259
0.000308069614329216,0.000138140631610026
0.000308566614007084,0.000138363466866528
0.000309064415479963,0.000138586661542434
0.000309563020041366,0.000138810216217345
0.00031006242898689,0.000139034131471797
0.000310562643614227,0.00013925840788726
0.000311063665223159,0.000139483046046144
0.000311565495115565,0.000139708046531795
0.000312068134595425,0.000139933409928503
0.000312571584968824,0.000140159136821495
0.000313075847543951,0.000140385227796945
0.000313580923631109,0.000140611683441972
0.000314086814542712,0.000140838504344639
0.000314593521593293,0.000141065691093957
0.000315101046099504,0.00014129324427989
0.000315609389380124,0.000141521164493348
0.000316118552756056,0.000141749452326198
0.000316628537550337,0.000141978108371258
0.000317139345088137,0.000142207133222302
0.000317650976696763,0.000142436527474063
0.000318163433705665,0.000142666291722231
0.000318676717446437,0.000142896426563456
0.000319190829252821,0.000143126932595351
